iso3,year,gdp_pc_const2015,population
NAM,2013,4549.26759093897,2252508.0
NAM,2014,4701.95694189098,2312139.0
NAM,2015,4774.10650865775,2374300.0
NAM,2016,4648.62713460213,2439213.0
NAM,2017,4476.73324402105,2506853.0
NCL,2013,,276822.0
NCL,2014,,281224.0
NCL,2015,30858.7237060533,283168.0
NCL,2016,,283423.0
NCL,2017,,283546.0
NER,2013,469.690214200878,18519898.0
NER,2014,482.74524741946,19215909.0
NER,2015,485.662574175279,19939498.0
NER,2016,488.184823801581,20685753.0
NER,2017,497.172608329608,21435446.0
NGA,2013,2495.34106573862,181049443.0
NGA,2014,2583.61556958171,185896915.0
NGA,2015,2585.73360671797,190671878.0
NGA,2016,2481.81490350403,195443700.0
NGA,2017,2441.71236404537,200254579.0
NIC,2013,1941.45628552626,5983845.0
NIC,2014,2006.64869646533,6066492.0
NIC,2015,2074.45620634731,6149417.0
NIC,2016,2140.14405941606,6232666.0
NIC,2017,2209.63273423213,6316231.0
NLD,2013,44487.0378593394,16804432.0
NLD,2014,45042.0515907444,16865008.0
NLD,2015,45793.8135434697,16939923.0
NLD,2016,46655.0340264754,17030314.0
NLD,2017,47670.0858101833,17131296.0
NOR,2013,75711.2410395262,5079623.0
NOR,2014,76430.7374974687,5137232.0
NOR,2015,77220.9524311414,5188607.0
NOR,2016,77532.2750022669,5234519.0
NOR,2017,78961.7757906168,5276968.0
NPL,2013,801.039060847856,27589996.0
NPL,2014,846.665541773599,27672370.0
NPL,2015,875.543635474862,27823629.0
NPL,2016,875.188943730855,27955462.0
NPL,2017,951.857298563641,28011258.0
NRU,2013,6735.42128061862,10517.0
NRU,2014,7638.99065218892,10742.0
NRU,2015,7747.25584993607,10954.0
NRU,2016,7925.5779662048,11150.0
NRU,2017,7308.31758516515,11324.0
NZL,2013,37240.0279166822,4442100.0
NZL,2014,38025.4674998632,4516500.0
NZL,2015,38648.7302562109,4609400.0
NZL,2016,39205.0341298225,4714100.0
NZL,2017,39667.6884236272,4813600.0
OMN,2013,19299.9400516869,3833913.0
OMN,2014,18726.2026946971,4002439.0
OMN,2015,18808.3077921839,4184895.0
OMN,2016,18830.6057208608,4390877.0
OMN,2017,18277.945563615,4537396.0
PAK,2013,1309.70080446386,211073978.0
PAK,2014,1343.30778121043,214264647.0
PAK,2015,1380.47020838317,217290883.0
PAK,2016,1452.18658269177,220138869.0
PAK,2017,1495.26187528032,223273967.0
PAN,2013,13236.8306754449,3825329.0
PAN,2014,13611.5490809559,3892101.0
PAN,2015,14082.6548502728,3960035.0
PAN,2016,14474.1243636349,4029086.0
PAN,2017,15045.5456426827,4098707.0
PER,2013,6021.46142765232,29817919.0
PER,2014,6103.91864749969,30115826.0
PER,2015,6231.71150338894,30457600.0
PER,2016,6392.25474941014,30866494.0
PER,2017,6457.41940254721,31324637.0
PHL,2013,2654.41506933978,102076336.0
PHL,2014,2776.92005909479,103767130.0
PHL,2015,2909.85818010301,105312992.0
PHL,2016,3076.3374186759,106735719.0
PHL,2017,3247.4503878362,108119693.0
PLW,2013,14184.0449521037,17648.0
PLW,2014,14725.8436432778,17715.0
PLW,2015,15938.3652222848,17770.0
PLW,2016,16179.3959628749,17797.0
PLW,2017,15612.6700180498,17812.0
PNG,2013,2162.10592595591,8302698.0
PNG,2014,2391.3578028163,8523441.0
PNG,2015,2484.5963398603,8743246.0
PNG,2016,2557.09463030035,8961718.0
PNG,2017,2584.8883636271,9178714.0
POL,2013,11628.2286809525,38040196.0
POL,2014,12093.1622787394,38011735.0
POL,2015,12637.5220324406,37986412.0
POL,2016,13026.1858988718,37970087.0
POL,2017,13695.6452848724,37974826.0
PRI,2013,29115.3549161996,3631427.0
PRI,2014,29141.2038639816,3585017.0
PRI,2015,29242.041465085,3535167.0
PRI,2016,29326.5748761873,3480432.0
PRI,2017,29061.5563802711,3410837.0
PRK,2013,,25329451.0
PRK,2014,,25451262.0
PRK,2015,,25575350.0
PRK,2016,,25698326.0
PRK,2017,,25817709.0
PRT,2013,18597.7214623964,10457295.0
PRT,2014,18836.8967978906,10401062.0
PRT,2015,19215.7813014347,10358076.0
PRT,2016,19662.82312462,10325452.0
PRT,2017,20364.1962735946,10300300.0
PRY,2013,5583.12274473463,5982445.0
PRY,2014,5794.4764468976,6069811.0
PRY,2015,5879.33792308671,6159103.0
PRY,2016,6041.95879367268,6249126.0
PRY,2017,6243.13363139058,6338660.0
PSE,2013,3309.63120243098,4076708.0
PSE,2014,3227.84934482645,4173398.0
PSE,2015,3272.15432360708,4270092.0
PSE,2016,3483.09903532972,4367088.0
PSE,2017,3462.97986107136,4454805.0
PYF,2013,18930.1268887012,274728.0
PYF,2014,18928.1858620128,276387.0
PYF,2015,19166.9594761931,277866.0
PYF,2016,19516.0718353276,279178.0
PYF,2017,20287.7685831663,280087.0
QAT,2013,77379.6735599552,1916426.0
QAT,2014,71756.0649338302,2151745.0
QAT,2015,68985.2946961507,2344557.0
QAT,2016,67294.4585771356,2477113.0
QAT,2017,64497.6987225375,2545820.0
ROU,2013,8287.95844089676,19983693.0
ROU,2014,8661.47397274241,19908979.0
ROU,2015,8977.01748158196,19815616.0
ROU,2016,9286.87678236598,19702267.0
ROU,2017,10106.2269557253,19588715.0
RUS,2013,9601.537109375,143805638.0
RUS,2014,9493.8125,144237223.0
RUS,2015,9277.7138671875,144640716.0
RUS,2016,9269.3173828125,145015460.0
RUS,2017,9418.99609375,145293260.0
RWA,2013,661.893969452494,11093340.0
RWA,2014,682.709499066795,11364757.0
RWA,2015,725.691418696952,11640022.0
RWA,2016,748.798132068173,11919183.0
RWA,2017,765.845359390541,12202060.0
SAU,2013,23057.3494468535,27624004.0
SAU,2014,23404.7306039825,28309273.0
SAU,2015,23256.1549553531,29816382.0
SAU,2016,22783.0328538685,30954198.0
SAU,2017,23035.1199977707,30977355.0
SDN,2013,1283.45922851563,37785849.0
SDN,2014,1307.3896484375,38823318.0
SDN,2015,1292.37963867188,40024431.0
SDN,2016,1297.15454101563,41259892.0
SDN,2017,1261.87353515625,42714306.0
SEN,2013,1147.3859217191,13710849.0
SEN,2014,1180.7987108505,14152102.0
SEN,2015,1218.00613555438,14593331.0
SEN,2016,1257.40906916238,15034521.0
SEN,2017,1312.10932775878,15475002.0
SGP,2013,53298.9728558286,5399162.0
SGP,2014,54681.9336458253,5469724.0
SGP,2015,55645.6068614606,5535002.0
SGP,2016,57076.5241936787,5607283.0
SGP,2017,59493.3758595703,5612253.0
SLB,2013,2136.72116177034,594945.0
SLB,2014,2085.16067273086,616908.0
SLB,2015,2045.47721526649,639415.0
SLB,2016,2084.24845745225,662379.0
SLB,2017,2075.36705302305,685672.0
SLE,2013,1146.81973456475,6714051.0
SLE,2014,1032.23789355905,6876385.0
SLE,2015,964.575980888989,7037655.0
SLE,2016,1002.77862282013,7205328.0
SLE,2017,1010.54694071207,7379299.0
SLV,2013,3665.90044167854,6138839.0
SLV,2014,3713.94992016222,6162955.0
SLV,2015,3790.34089108162,6183676.0
SLV,2016,3875.84691357954,6200800.0
SLV,2017,3954.84014277572,6213533.0
SMR,2013,42293.4679807917,33041.0
SMR,2014,42492.831738275,32655.0
SMR,2015,43146.8035302005,32897.0
SMR,2016,43886.1965081114,33101.0
SMR,2017,43057.7582484571,33825.0
SOM,2013,397.108796344814,12869594.0
SOM,2014,417.516796906402,13339491.0
SOM,2015,445.583080073396,13806963.0
SOM,2016,458.92147682461,14348740.0
SOM,2017,506.501098879426,14916629.0
SRB,2013,5793.33614525565,7166553.0
SRB,2014,5716.54047153506,7131787.0
SRB,2015,5820.3215576888,7095383.0
SRB,2016,6024.95754653784,7058322.0
SRB,2017,6200.26118592152,7020858.0
SSD,2013,1165.16202707495,11166275.0
SSD,2014,1197.09491969479,11235073.0
SSD,2015,1080.14718624765,11107561.0
SSD,2016,,10830102.0
SSD,2017,,10259154.0
STP,2013,1263.70423995281,193148.0
STP,2014,1301.32146445028,196767.0
STP,2015,1298.10946596396,200291.0
STP,2016,1342.533807689,203689.0
STP,2017,1375.59403284199,206970.0
SUR,2013,9303.46008775809,569020.0
SUR,2014,9224.24378410547,575373.0
SUR,2015,8813.61705392067,581627.0
SUR,2016,8293.31553031406,587757.0
SUR,2017,8338.69235401862,593713.0
SVK,2013,15249.8824513785,5413393.0
SVK,2014,15647.6491763517,5418649.0
SVK,2015,16442.0760860018,5423801.0
SVK,2016,16740.7413996428,5430798.0
SVK,2017,17195.2888721963,5439232.0
SVN,2013,19704.2186005128,2059953.0
SVN,2014,20228.7081986391,2061980.0
SVN,2015,20697.2748530619,2063531.0
SVN,2016,21309.7122138949,2065042.0
SVN,2017,22397.7634988337,2066388.0
SWE,2013,48928.4994141291,9600379.0
SWE,2014,49557.6183647959,9696110.0
SWE,2015,51188.1652120493,9799186.0
SWE,2016,51626.3235312369,9923085.0
SWE,2017,51894.3748177808,10057698.0
SWZ,2013,3332.11983927912,1129990.0
SWZ,2014,3381.79292071291,1136299.0
SWZ,2015,3419.82276559528,1142813.0
SWZ,2016,3500.17688847942,1149507.0
SWZ,2017,3596.23605400492,1158195.0
SXM,2013,38889.7715088035,35854.0
SXM,2014,38623.1999405819,36672.0
SXM,2015,37839.6283815163,37471.0
SXM,2016,37428.7027557069,38249.0
SXM,2017,33945.4185182499,38996.0
SYC,2013,14050.3135581314,89949.0
SYC,2014,14395.6158118771,91359.0
SYC,2015,15333.1051727105,93419.0
SYC,2016,16962.6753972731,94677.0
SYC,2017,17921.5731976918,95843.0
SYR,2013,884.328816905262,21666917.0
SYR,2014,847.658909813856,20273659.0
SYR,2015,847.731545352582,19424618.0
SYR,2016,802.968607901263,19193834.0
SYR,2017,795.881817153216,19224668.0
TCA,2013,26477.5410719582,33653.0
TCA,2014,27636.8210228067,35050.0
TCA,2015,29457.0140691162,36605.0
TCA,2016,30183.0002949881,38315.0
TCA,2017,50586.1032335151,39913.0
TCD,2013,1008.61711428961,13691079.0
TCD,2014,993.321157706456,14188678.0
TCD,2015,993.990730610869,14647621.0
TCD,2016,923.565872051196,15114655.0
TCD,2017,879.075895464417,15622759.0
TGO,2013,759.841612443554,6798848.0
TGO,2014,786.587399651446,6937644.0
TGO,2015,813.894676975085,7071502.0
TGO,2016,832.959515987733,7200884.0
TGO,2017,851.735728621337,7324386.0
THA,2013,5516.61164164135,69845114.0
THA,2014,5541.46599361845,70216367.0
THA,2015,5688.85335397884,70540795.0
THA,2016,5857.78052935926,70859841.0
THA,2017,6076.74307700082,71160187.0
TJK,2013,889.882383099979,8216724.0
TJK,2014,925.970961482804,8425552.0
TJK,2015,956.916310930656,8643840.0
TJK,2016,997.352614556708,8865631.0
TJK,2017,1042.26391757642,9085946.0
TKM,2013,5131.14087328544,5939341.0
TKM,2014,5535.50161297771,6075283.0
TKM,2015,5759.497903834,6215770.0
TKM,2016,5979.47627661058,6360041.0
TKM,2017,6221.41962759021,6507061.0
TLS,2013,1281.92864092574,1158695.0
TLS,2014,1312.96494079465,1181903.0
TLS,2015,1319.59297370991,1205131.0
TLS,2016,1333.6585468432,1228312.0
TLS,2017,1267.08660142883,1251703.0
TON,2013,3962.16980948788,107078.0
TON,2014,4058.81584447473,106609.0
TON,2015,4123.90347238813,106095.0
TON,2016,4419.8147470039,105524.0
TON,2017,4568.62484962494,105356.0
TTO,2013,19392.1974593783,1340557.0
TTO,2014,20032.5402001718,1345343.0
TTO,2015,19887.2327716498,1349667.0
TTO,2016,18331.034459758,1353895.0
TTO,2017,17402.6155328454,1356633.0
TUN,2013,3947.58763533174,11141361.0
TUN,2014,4021.59954703591,11274288.0
TUN,2015,4014.94773686432,11402264.0
TUN,2016,4015.28893802703,11528674.0
TUN,2017,4062.80606534519,11650498.0
TUR,2013,10269.4489140773,76147624.0
TUR,2014,10597.9801881716,77181884.0
TUR,2015,11064.6494504662,78218479.0
TUR,2016,11279.6169531569,79277962.0
TUR,2017,12005.6459824832,80312698.0
TUV,2013,3030.55285189857,11001.0
TUV,2014,3035.24325598472,10984.0
TUV,2015,3357.83417700071,10963.0
TUV,2016,3558.61212970652,10930.0
TUV,2017,3666.20189700038,10869.0
TZA,2013,882.8115234375,48824128.0
TZA,2014,913.811218261719,50351512.0
TZA,2015,939.127319335938,52020962.0
TZA,2016,970.156127929688,53824013.0
TZA,2017,1001.55895996094,55652890.0
UGA,2013,828.988669729986,35337042.0
UGA,2014,845.978664791099,36395539.0
UGA,2015,862.934610355811,37531446.0
UGA,2016,874.648370639216,38799152.0
UGA,2017,871.093880017151,40177388.0
UKR,2013,2432.41625976563,46126770.0
UKR,2014,2308.6435546875,45972380.0
UKR,2015,2094.47387695313,45784896.0
UKR,2016,2156.0830078125,45616832.0
UKR,2017,2217.7529296875,45436041.0
URY,2013,16639.4054750651,3345337.0
URY,2014,17122.0364563225,3356334.0
URY,2015,17125.9016800298,3368017.0
URY,2016,17357.2349992841,3379283.0
URY,2017,17611.6036800874,3388438.0
USA,2013,54728.860179812,316726282.0
USA,2014,55665.2411187802,319257560.0
USA,2015,56849.4697923159,321815121.0
USA,2016,57430.8499298804,324353340.0
USA,2017,58435.9707535619,326608609.0
UZB,2013,2823.00205379328,29724065.0
UZB,2014,2990.56339751192,30222994.0
UZB,2015,3172.89899391083,30749346.0
UZB,2016,3327.90932206401,31284568.0
UZB,2017,3425.78819696408,31819178.0
VCT,2013,6996.57386151332,108135.0
VCT,2014,7116.22071347207,107535.0
VCT,2015,7353.73556054184,106960.0
VCT,2016,7702.8942635647,106349.0
VCT,2017,7872.92690537077,105663.0
VEN,2013,4642.55149314778,29912198.0
VEN,2014,4412.9795921313,30254079.0
VEN,2015,4096.61989137473,30573972.0
VEN,2016,3374.43091608185,30765720.0
VEN,2017,2863.33227846365,30565323.0
VGB,2013,,31703.0
VGB,2014,,32962.0
VGB,2015,,34498.0
VGB,2016,,33878.0
VGB,2017,,32699.0
VIR,2013,34663.6460602129,108041.0
VIR,2014,34098.7109972738,107882.0
VIR,2015,34007.3529411765,107712.0
VIR,2016,34614.7482633247,107516.0
VIR,2017,34435.4944455756,107281.0
VNM,2013,2320.08431444934,90573104.0
VNM,2014,2439.28655744423,91679578.0
VNM,2015,2577.56885340113,92823254.0
VNM,2016,2715.57887431272,94000117.0
VNM,2017,2868.13680013379,95176977.0
VUT,2013,3149.6849727764,254482.0
VUT,2014,3175.63375342175,260240.0
VUT,2015,3214.41948587141,266101.0
VUT,2016,3257.49719984988,272087.0
VUT,2017,3316.81034596861,278507.0
WSM,2013,3976.39289268132,198268.0
WSM,2014,3967.23730470679,200037.0
WSM,2015,4084.36083819933,201782.0
WSM,2016,4373.23792440391,203499.0
WSM,2017,4393.37316255965,205415.0
XKX,2013,3163.4704088827,1818119.0
XKX,2014,3279.02345017707,1812788.0
XKX,2015,3520.62685324451,1788274.0
XKX,2016,3739.17386677497,1777568.0
XKX,2017,3890.17624537261,1791019.0
YEM,2013,2014.7289059487,29312952.0
YEM,2014,1950.1625450589,30226309.0
YEM,2015,1362.1738120601,31159379.0
YEM,2016,1197.95865971172,32109010.0
YEM,2017,1103.45634849842,33090921.0
ZAF,2013,6170.87670863373,54678791.0
ZAF,2014,6155.00589462516,55594838.0
ZAF,2015,6112.27382485974,56723537.0
ZAF,2016,6095.295060428,57259551.0
ZAF,2017,6125.6920507497,57635162.0
ZMB,2013,1280.77012176778,15398997.0
ZMB,2014,1299.01241762504,15895315.0
ZMB,2015,1295.87788680068,16399089.0
ZMB,2016,1303.57513869133,16914423.0
ZMB,2017,1308.76829240086,17441320.0
ZWE,2013,1367.81831689463,14013808.0
ZWE,2014,1381.25404125871,14207359.0
ZWE,2015,1387.12632595026,14399013.0
ZWE,2016,1378.34256192374,14600294.0
ZWE,2017,1422.91948946927,14812482.0
