country_code,year,n_loans,total_loan_amount,log_total_loan_amount,log_gdp_pc,population,log_population,institutional_pca1,institutional_index,financial_access_index,poverty_rate
CN,2015,64,158400.0,11.972878758362462,9.008876710627591,1409517397.0,21.066513211116977,0.6400001972113206,0.6209204823424473,-0.1861905353489575,3.0
CN,2016,51,125925.0,11.74344177061385,9.068705036023728,1409517397.0,21.066513211116977,0.6400001972113206,0.6209204823424473,-0.1861905353489575,2.2
CN,2017,9,72000.0,11.184421397998193,9.129294515456,1409517397.0,21.066513211116977,0.6400001972113206,0.6209204823424473,-0.1861905353489575,1.7
CO,2013,188,212825.0,12.268225510752258,8.684537467094968,49065615.0,17.708669041937327,0.0065052867690686,0.0764673999986448,0.7099620092343235,9.9
CO,2014,5334,4647750.0,15.351893789492463,8.719617954543367,49065615.0,17.708669041937327,0.0065052867690686,0.0764673999986448,0.7099620092343235,9.0
CO,2015,6728,4274650.0,15.268212785656328,8.740099099350715,49065615.0,17.708669041937327,0.0065052867690686,0.0764673999986448,0.7099620092343235,8.1
CO,2016,7138,3871250.0,15.16908801026955,8.750852565595604,49065615.0,17.708669041937327,0.0065052867690686,0.0764673999986448,0.7099620092343235,8.0
CO,2017,2607,1409125.0,14.158479502346832,8.749839837418161,49065615.0,17.708669041937327,0.0065052867690686,0.0764673999986448,0.7099620092343235,7.3
CR,2013,5,3900.0,8.268731832117737,9.31929735341875,4905769.0,15.405922417490235,1.2493212160830198,1.1356229087896326,0.8152055751475791,2.6
CR,2014,449,563425.0,13.241789506886866,9.343355569585272,4905769.0,15.405922417490235,1.2493212160830198,1.1356229087896326,0.8152055751475791,2.4
CR,2015,552,764325.0,13.546748370365004,9.36860064710054,4905769.0,15.405922417490235,1.2493212160830198,1.1356229087896326,0.8152055751475791,2.4
CR,2016,334,483125.0,13.088030698323823,9.399673550842316,4905769.0,15.405922417490235,1.2493212160830198,1.1356229087896326,0.8152055751475791,2.4
CR,2017,221,340950.0,12.739491117948798,9.430965992214546,4905769.0,15.405922417490235,1.2493212160830198,1.1356229087896326,0.8152055751475791,1.7
DO,2013,1,8150.0,9.005773206234908,8.71194286485603,10766998.0,16.191996273045074,0.3630078600248732,0.2978053621838367,0.0715806607896997,4.4
DO,2014,150,736725.0,13.50996996721118,8.768773068320177,10766998.0,16.191996273045074,0.3630078600248732,0.2978053621838367,0.0715806607896997,4.1
DO,2015,136,634075.0,13.359922522952848,8.824818042218277,10766998.0,16.191996273045074,0.3630078600248732,0.2978053621838367,0.0715806607896997,3.3
